vehicle_record_id,vehicle_id,registration_number,owner_person_id,vehicle_type,make,model,registration_date,event_datetime,location_id,location,event_type,status,case_id
VREC-004630,V-000036,BR-28-HD-2343,P-001749,CAR,Mahindra,Thar,2026-01-01,2026-05-14 17:25:09,L-000160,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,CR-2026-2011
VREC-004631,V-000398,KL-18-ZI-8565,P-001542,CAR,Maruti,Swift,2026-01-01,2026-08-21 18:49:24,L-000102,"Industrial Estate, Hosur",REGISTERED,ACTIVE,
VREC-004632,V-000353,BR-49-VR-4950,P-000086,VAN,Force,Eeco,2026-01-01,2026-06-15 00:10:55,L-000034,"Technology Park, Erode",REGISTERED,ACTIVE,CR-2026-2006
VREC-004633,V-000260,TS-42-VV-6927,P-001062,BIKE,Yamaha,Apache,2026-01-01,2026-09-01 23:18:15,L-000021,"Old Town, Coimbatore",MOVED,ACTIVE,CR-2026-2009
VREC-004634,V-000679,RJ-56-FV-1244,P-001255,CAR,Honda,Thar,2026-01-01,2026-01-29 20:30:18,L-000109,"IT Park, Erode",REGISTERED,ACTIVE,
VREC-004635,V-000429,DL-57-AR-3827,P-000416,CAR,Maruti,Nexon,2026-01-01,2026-08-27 00:48:02,L-000090,"Warehouse Zone, Salem",SEEN,ACTIVE,
VREC-004636,V-000504,MH-15-UV-9191,P-001284,CAR,Hyundai,Innova,2026-01-01,2026-05-02 10:31:41,L-000171,"Warehouse Zone, Coimbatore",REGISTERED,ACTIVE,
VREC-004637,V-000036,BR-28-HD-2343,P-001749,CAR,Mahindra,Thar,2026-01-01,2026-03-19 22:05:55,L-000041,"Grain Market, Vellore",REGISTERED,ACTIVE,CR-2026-2016
VREC-004638,V-000626,BR-24-LV-1943,P-001581,CAR,Hyundai,Verna,2026-01-01,2026-03-09 16:08:46,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,
VREC-004639,V-000297,TS-81-LK-3608,P-001599,CAR,Mahindra,City,2026-01-01,2026-03-06 01:25:51,L-000181,"Highway Junction, Chennai",REGISTERED,INACTIVE,
VREC-004640,V-000189,BR-12-SD-3077,P-000415,TRUCK,Tata,Truck 3520,2026-01-01,2026-07-02 16:19:10,L-000103,"Industrial Estate, Erode",REGISTERED,ACTIVE,
VREC-004641,V-000383,AP-72-VM-9598,P-000638,CAR,Tata,Swift,2026-01-01,2026-03-28 19:14:54,L-000092,"Old Town, Cuddalore",MOVED,INACTIVE,
VREC-004642,V-000155,DL-42-NM-9501,P-001665,BIKE,Honda,Apache,2026-01-01,2026-07-02 03:41:16,L-000147,"Port Area, Tiruchirappalli",SEEN,ACTIVE,
VREC-004643,V-000186,MP-58-FT-9730,P-001017,BIKE,TVS,Shine,2026-01-01,2026-03-12 19:12:19,L-000199,"Port Area, Vellore",SEEN,ACTIVE,
VREC-004644,V-000551,MP-20-NQ-1990,P-000148,CAR,Tata,Innova,2026-01-01,2026-06-07 08:24:58,L-000151,"Warehouse Zone, Salem",MOVED,ACTIVE,
VREC-004645,V-000132,KL-77-QR-2908,P-001991,BIKE,Honda,Shine,2026-01-01,2026-08-01 11:59:04,L-000095,"Port Area, Nagercoil",REGISTERED,ACTIVE,CR-2026-2004
VREC-004646,V-000400,HR-71-HD-8361,P-000465,CAR,Maruti,Thar,2026-01-01,2026-02-10 03:37:26,L-000016,"University Road, Karur",SEEN,ACTIVE,
VREC-004647,V-000242,AP-06-GB-9523,P-001977,VAN,Mahindra,Trax,2026-01-01,2026-01-24 09:46:46,L-000189,"Industrial Estate, Nagapattinam",SEEN,ACTIVE,CR-2026-2001
VREC-004648,V-000263,MH-56-VI-2531,P-000905,VAN,Force,Trax,2026-01-01,2026-04-11 23:44:49,L-000158,"Railway Station, Krishnagiri",REGISTERED,ACTIVE,
VREC-004649,V-000079,TS-03-NP-5459,P-001058,CAR,Toyota,Nexon,2026-01-01,2026-06-08 07:45:00,L-000070,"Warehouse Zone, Thanjavur",MOVED,ACTIVE,CR-2026-2017
VREC-004650,V-000158,KA-08-XO-9589,P-001200,CAR,Mahindra,Swift,2026-01-01,2026-02-27 08:20:27,L-000074,"IT Park, Chennai",REGISTERED,ACTIVE,
VREC-004651,V-000454,GJ-53-QD-4710,P-001503,VAN,Tata,Trax,2026-01-01,2026-04-02 13:36:23,L-000021,"Old Town, Coimbatore",REGISTERED,ACTIVE,CR-2026-2002
VREC-004652,V-000386,UP-92-VS-6656,P-001101,CAR,Honda,Innova,2026-01-01,2026-02-07 00:08:11,L-000067,"Market Road, Nagercoil",REGISTERED,ACTIVE,
VREC-004653,V-000029,HR-27-BV-1981,P-000326,CAR,Tata,Innova,2026-01-01,2026-03-04 19:15:31,L-000114,"Ring Road, Thanjavur",SEEN,ACTIVE,CR-2026-2008
VREC-004654,V-000666,MH-45-RV-3527,P-001126,VAN,Tata,Winger,2026-01-01,2026-08-21 21:50:44,L-000155,"Grain Market, Cuddalore",SEEN,ACTIVE,CR-2026-2016
VREC-004655,V-000594,DL-43-RR-2336,P-001786,VAN,Mahindra,Trax,2026-01-01,2026-06-27 03:29:01,L-000105,"Bypass, Tirunelveli",MOVED,ACTIVE,CR-2026-2017
VREC-004656,V-000360,BR-95-XP-4585,P-001752,CAR,Mahindra,Nexon,2026-01-01,2026-04-10 13:16:38,L-000181,"Highway Junction, Chennai",MOVED,ACTIVE,
VREC-004657,V-000050,RJ-31-AZ-4201,P-000218,BIKE,Bajaj,Pulsar,2026-01-01,2026-01-21 14:45:26,L-000012,"Bus Stand, Madurai",SEEN,ACTIVE,
VREC-004658,V-000217,PB-81-MF-6811,P-000396,TRUCK,Eicher,Pro 3015,2026-01-01,2026-07-20 07:31:29,L-000102,"Industrial Estate, Hosur",MOVED,INACTIVE,
VREC-004659,V-000387,CG-03-YD-4749,P-001281,TRUCK,Ashok Leyland,LP 1613,2026-01-01,2026-08-25 10:08:57,L-000011,"Railway Station, Chennai",REGISTERED,ACTIVE,
VREC-004660,V-000110,BR-93-SR-5754,P-001185,BIKE,Honda,Pulsar,2026-01-01,2026-08-25 09:43:40,L-000095,"Port Area, Nagercoil",SEEN,ACTIVE,
VREC-004661,V-000042,TS-83-WC-8409,P-001065,VAN,Maruti,Trax,2026-01-01,2026-01-16 16:17:54,L-000171,"Warehouse Zone, Coimbatore",MOVED,ACTIVE,
VREC-004662,V-000003,UP-19-JE-7401,P-000902,CAR,Maruti,Innova,2026-01-01,2026-08-25 06:16:10,L-000161,"University Road, Salem",SEEN,ACTIVE,CR-2026-2018
VREC-004663,V-000036,BR-28-HD-2343,P-000265,CAR,Mahindra,Thar,2026-01-01,2026-04-15 02:18:42,L-000006,"Bus Stand, Erode",REGISTERED,ACTIVE,
VREC-004664,V-000355,UP-26-OZ-4559,P-000404,TRUCK,Tata,Truck 3520,2026-01-01,2026-01-12 17:33:51,L-000122,"Warehouse Zone, Chennai",MOVED,ACTIVE,
VREC-004665,V-000003,UP-19-JE-7401,P-000902,CAR,Maruti,Innova,2026-01-01,2026-01-14 18:21:00,L-000021,"Old Town, Coimbatore",MOVED,INACTIVE,CR-2026-2018
VREC-004666,V-000492,MH-35-TH-6423,P-001759,VAN,Mahindra,Eeco,2026-01-01,2026-01-20 18:15:43,L-000147,"Port Area, Tiruchirappalli",SEEN,ACTIVE,CR-2026-2011
VREC-004667,V-000422,KL-79-OZ-1240,P-001471,CAR,Tata,Verna,2026-01-01,2026-02-09 11:44:25,L-000084,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-004668,V-000418,BR-88-DN-7262,P-000767,BIKE,Hero,Pulsar,2026-01-01,2026-02-06 20:19:53,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,
VREC-004669,V-000192,TN-44-QR-2532,P-000159,CAR,Tata,Innova,2026-01-01,2026-04-14 20:40:03,L-000177,"Technology Park, Hosur",MOVED,ACTIVE,CR-2026-2015
VREC-004670,V-000320,DL-14-HQ-2740,P-000931,BIKE,Honda,Splendor,2026-01-01,2026-03-01 09:01:03,L-000119,"SIPCOT, Krishnagiri",REGISTERED,ACTIVE,
VREC-004671,V-000425,KL-70-ZC-4853,P-000110,CAR,Honda,Innova,2026-01-01,2026-07-20 18:07:54,L-000154,"Bypass, Cuddalore",REGISTERED,ACTIVE,
VREC-004672,V-000015,CG-66-PM-3248,P-001943,BIKE,Bajaj,Shine,2026-01-01,2026-08-13 19:13:24,L-000090,"Warehouse Zone, Salem",SEEN,ACTIVE,
VREC-004673,V-000273,HR-81-EB-7035,P-001319,CAR,Tata,Nexon,2026-01-01,2026-05-27 18:20:14,L-000008,"Bus Stand, Hosur",REGISTERED,ACTIVE,
VREC-004674,V-000251,KA-65-LS-2062,P-000370,VAN,Mahindra,Winger,2026-01-01,2026-05-13 12:36:24,L-000023,"Bus Stand, Kanniyakumari",MOVED,ACTIVE,
VREC-004675,V-000243,WB-78-CY-1446,P-000817,CAR,Honda,Thar,2026-01-01,2026-07-07 22:13:50,L-000044,"Old Town, Cuddalore",SEEN,ACTIVE,
VREC-004676,V-000265,KL-87-VE-4117,P-000807,VAN,Mahindra,Supro,2026-01-01,2026-02-17 11:03:55,L-000172,"Warehouse Zone, Chennai",SEEN,ACTIVE,CR-2026-2015
VREC-004677,V-000567,UP-17-OT-1811,P-001422,TRUCK,Eicher,Truck 3520,2026-01-01,2026-05-06 20:02:13,L-000015,"SIPCOT, Kanniyakumari",SEEN,ACTIVE,CR-2026-2001
VREC-004678,V-000644,CG-07-DP-4178,P-000566,BIKE,TVS,Pulsar,2026-01-01,2026-03-23 06:56:48,L-000068,"Bus Stand, Hosur",SEEN,INACTIVE,CR-2026-2015
VREC-004679,V-000306,WB-58-MP-4211,P-000954,BIKE,TVS,Pulsar,2026-01-01,2026-02-10 12:32:29,L-000159,"Residential Colony, Cuddalore",REGISTERED,ACTIVE,
VREC-004680,V-000281,AP-27-FV-2665,P-001752,CAR,Hyundai,Swift,2026-01-01,2026-04-27 22:49:17,L-000114,"Ring Road, Thanjavur",MOVED,ACTIVE,
VREC-004681,V-000651,HR-04-TJ-4714,P-000337,TRUCK,Ashok Leyland,LP 1613,2026-01-01,2026-01-07 10:11:27,L-000098,"Railway Station, Krishnagiri",REGISTERED,ACTIVE,
VREC-004682,V-000194,TS-90-UC-9486,P-000325,CAR,Mahindra,Swift,2026-01-01,2026-07-13 08:22:59,L-000079,"Warehouse Zone, Salem",MOVED,ACTIVE,
VREC-004683,V-000109,GJ-68-MQ-4222,P-000877,CAR,Honda,Swift,2026-01-01,2026-07-24 14:28:21,L-000039,"Port Area, Dindigul",REGISTERED,ACTIVE,
VREC-004684,V-000194,TS-90-UC-9486,P-000325,CAR,Mahindra,Swift,2026-01-01,2026-06-21 01:02:00,L-000020,"Residential Colony, Karur",MOVED,INACTIVE,CR-2026-2017
VREC-004685,V-000569,UP-39-YX-1199,P-000922,CAR,Toyota,Swift,2026-01-01,2026-06-03 13:37:22,L-000155,"Grain Market, Cuddalore",REGISTERED,INACTIVE,CR-2026-2014
VREC-004686,V-000503,TS-76-OF-9543,P-000711,CAR,Toyota,Swift,2026-01-01,2026-07-17 15:40:55,L-000021,"Old Town, Coimbatore",REGISTERED,INACTIVE,CR-2026-2009
VREC-004687,V-000121,PB-40-RW-9989,P-001197,BIKE,Bajaj,Apache,2026-01-01,2026-01-09 11:26:58,L-000155,"Grain Market, Cuddalore",REGISTERED,ACTIVE,
VREC-004688,V-000616,MH-11-SQ-7450,P-000263,CAR,Maruti,Nexon,2026-01-01,2026-01-15 23:43:45,L-000021,"Old Town, Coimbatore",SEEN,ACTIVE,
VREC-004689,V-000474,TN-50-AD-2295,P-000479,CAR,Honda,Swift,2026-01-01,2026-05-15 13:36:15,L-000051,"Port Area, Nagapattinam",REGISTERED,ACTIVE,
VREC-004690,V-000210,TN-08-IZ-1769,P-001192,TRUCK,Bharat Benz,Pro 3015,2026-01-01,2026-02-27 13:58:16,L-000188,"Railway Station, Chennai",MOVED,ACTIVE,CR-2026-2010
VREC-004691,V-000279,UP-59-HC-3173,P-000430,TRUCK,Eicher,Pro 3015,2026-01-01,2026-01-03 04:33:50,L-000092,"Old Town, Cuddalore",SEEN,INACTIVE,
VREC-004692,V-000216,HR-28-DJ-5126,P-001824,CAR,Maruti,Thar,2026-01-01,2026-06-10 16:05:23,L-000142,"Warehouse Zone, Dindigul",MOVED,ACTIVE,CR-2026-2020
VREC-004693,V-000420,CG-74-IH-4822,P-001405,VAN,Mahindra,Trax,2026-01-01,2026-02-09 01:14:26,L-000008,"Bus Stand, Hosur",REGISTERED,ACTIVE,CR-2026-2013
VREC-004694,V-000096,RJ-89-PZ-8413,P-001396,CAR,Toyota,Nexon,2026-01-01,2026-01-23 02:39:50,L-000130,"Auto Nagar, Nagapattinam",SEEN,ACTIVE,CR-2026-2013
VREC-004695,V-000415,MP-32-VW-2077,P-000285,CAR,Hyundai,Swift,2026-01-01,2026-03-17 02:21:57,L-000034,"Technology Park, Erode",REGISTERED,ACTIVE,
VREC-004696,V-000306,WB-58-MP-4211,P-000295,BIKE,TVS,Pulsar,2026-01-01,2026-02-02 00:14:47,L-000091,"Industrial Estate, Nagapattinam",SEEN,ACTIVE,
VREC-004697,V-000052,DL-93-FE-9743,P-000861,TRUCK,Tata,Truck 3520,2026-01-01,2026-01-10 02:13:39,L-000121,"Residential Colony, Nagercoil",SEEN,INACTIVE,CR-2026-2008
VREC-004698,V-000328,CG-94-QD-4901,P-001988,VAN,Force,Supro,2026-01-01,2026-08-05 20:12:25,L-000167,"Old Town, Dindigul",MOVED,ACTIVE,
VREC-004699,V-000548,PB-69-CG-2158,P-000829,CAR,Tata,Swift,2026-01-01,2026-01-29 13:05:42,L-000024,"Bus Stand, Tiruchirappalli",REGISTERED,ACTIVE,
VREC-004700,V-000243,WB-78-CY-1446,P-001370,CAR,Honda,Thar,2026-01-01,2026-05-28 06:08:48,L-000071,"Port Area, Madurai",REGISTERED,ACTIVE,
VREC-004701,V-000230,KL-60-QN-9592,P-000967,VAN,Maruti,Winger,2026-01-01,2026-05-04 23:08:03,L-000153,"University Road, Krishnagiri",SEEN,ACTIVE,CR-2026-2008
VREC-004702,V-000120,GJ-54-FN-4343,P-000069,VAN,Mahindra,Eeco,2026-01-01,2026-06-12 08:31:59,L-000137,"Technology Park, Nagapattinam",MOVED,ACTIVE,CR-2026-2015
VREC-004703,V-000220,PB-53-ZI-5761,P-001724,BIKE,Yamaha,FZ,2026-01-01,2026-05-14 09:07:07,L-000016,"University Road, Karur",MOVED,ACTIVE,
VREC-004704,V-000017,PB-77-QH-6129,P-001345,TRUCK,Eicher,LP 1613,2026-01-01,2026-06-04 11:03:43,L-000082,"Highway Junction, Nagercoil",SEEN,INACTIVE,CR-2026-2007
VREC-004705,V-000613,WB-21-ES-2329,P-000357,VAN,Tata,Eeco,2026-01-01,2026-03-25 10:35:15,L-000103,"Industrial Estate, Erode",REGISTERED,ACTIVE,
VREC-004706,V-000364,CG-93-DG-9033,P-001385,VAN,Mahindra,Winger,2026-01-01,2026-05-15 20:34:43,L-000078,"Technology Park, Nagercoil",REGISTERED,INACTIVE,
VREC-004707,V-000231,UP-04-ZA-2748,P-000540,CAR,Mahindra,Swift,2026-01-01,2026-03-11 20:03:01,L-000076,"Bus Stand, Cuddalore",REGISTERED,ACTIVE,
VREC-004708,V-000485,PB-84-OK-3386,P-000182,VAN,Maruti,Eeco,2026-01-01,2026-01-01 03:04:30,L-000091,"Industrial Estate, Nagapattinam",MOVED,ACTIVE,CR-2026-2015
VREC-004709,V-000593,DL-73-DN-2743,P-001347,VAN,Force,Winger,2026-01-01,2026-02-19 08:16:15,L-000081,"Textile Market, Karur",MOVED,ACTIVE,
VREC-004710,V-000567,UP-17-OT-1811,P-001422,TRUCK,Eicher,Truck 3520,2026-01-01,2026-03-08 18:51:18,L-000029,"Grain Market, Coimbatore",REGISTERED,ACTIVE,
VREC-004711,V-000143,KL-62-BP-6916,P-000056,CAR,Maruti,Nexon,2026-01-01,2026-01-21 09:08:50,L-000044,"Old Town, Cuddalore",REGISTERED,ACTIVE,
VREC-004712,V-000612,KL-04-IH-9867,P-000570,VAN,Maruti,Trax,2026-01-01,2026-08-20 23:35:35,L-000068,"Bus Stand, Hosur",SEEN,ACTIVE,
VREC-004713,V-000599,RJ-93-YP-3662,P-001996,CAR,Hyundai,Innova,2026-01-01,2026-01-28 01:30:04,L-000082,"Highway Junction, Nagercoil",SEEN,ACTIVE,
VREC-004714,V-000440,TN-57-AE-6538,P-000601,CAR,Hyundai,Verna,2026-01-01,2026-01-05 15:40:11,L-000167,"Old Town, Dindigul",REGISTERED,ACTIVE,CR-2026-2016
VREC-004715,V-000034,TS-53-HH-8528,P-001546,BIKE,TVS,Apache,2026-01-01,2026-05-09 08:08:50,L-000121,"Residential Colony, Nagercoil",SEEN,ACTIVE,
VREC-004716,V-000469,AP-55-EH-7054,P-001626,CAR,Mahindra,Thar,2026-01-01,2026-08-21 14:13:41,L-000009,"Highway Junction, Krishnagiri",SEEN,ACTIVE,CR-2026-2009
VREC-004717,V-000142,MP-35-XB-3242,P-001187,CAR,Toyota,Swift,2026-01-01,2026-01-30 20:56:48,L-000057,"Warehouse Zone, Vellore",MOVED,INACTIVE,
VREC-004718,V-000346,PB-27-CQ-4578,P-000484,VAN,Tata,Eeco,2026-01-01,2026-05-13 01:28:07,L-000099,"SIPCOT, Madurai",REGISTERED,ACTIVE,CR-2026-2019
VREC-004719,V-000380,BR-32-GT-4507,P-001318,CAR,Toyota,Verna,2026-01-01,2026-04-17 02:31:16,L-000098,"Railway Station, Krishnagiri",SEEN,ACTIVE,
VREC-004720,V-000411,AP-05-BI-7602,P-001699,CAR,Maruti,Nexon,2026-01-01,2026-08-23 16:49:28,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,
VREC-004721,V-000342,HR-72-XF-2644,P-000560,CAR,Tata,Innova,2026-01-01,2026-03-19 12:44:31,L-000045,"Industrial Estate, Cuddalore",SEEN,ACTIVE,
VREC-004722,V-000444,MH-97-QO-2116,P-001487,CAR,Toyota,Swift,2026-01-01,2026-04-12 17:41:00,L-000105,"Bypass, Tirunelveli",SEEN,INACTIVE,
VREC-004723,V-000452,GJ-77-RS-9955,P-001256,BIKE,Yamaha,FZ,2026-01-01,2026-02-05 19:34:55,L-000148,"Highway Junction, Madurai",REGISTERED,INACTIVE,
VREC-004724,V-000501,BR-88-EI-7174,P-000142,CAR,Maruti,City,2026-01-01,2026-07-07 14:07:20,L-000105,"Bypass, Tirunelveli",REGISTERED,ACTIVE,
VREC-004725,V-000682,WB-05-SQ-8775,P-000730,CAR,Hyundai,Thar,2026-01-01,2026-04-10 16:02:38,L-000130,"Auto Nagar, Nagapattinam",REGISTERED,ACTIVE,
VREC-004726,V-000524,HR-90-YL-8447,P-001643,VAN,Tata,Trax,2026-01-01,2026-06-02 10:44:09,L-000048,"Auto Nagar, Nagercoil",REGISTERED,ACTIVE,
VREC-004727,V-000442,AP-65-SZ-4637,P-000475,CAR,Mahindra,Innova,2026-01-01,2026-06-15 15:25:10,L-000085,"Warehouse Zone, Thanjavur",REGISTERED,ACTIVE,CR-2026-2009
VREC-004728,V-000319,RJ-74-FM-4631,P-001245,VAN,Tata,Supro,2026-01-01,2026-08-19 19:36:09,L-000082,"Highway Junction, Nagercoil",REGISTERED,INACTIVE,
VREC-004729,V-000210,TN-08-IZ-1769,P-000133,TRUCK,Bharat Benz,Pro 3015,2026-01-01,2026-07-22 20:21:51,L-000054,"Warehouse Zone, Cuddalore",MOVED,INACTIVE,CR-2026-2003
VREC-004730,V-000546,UP-53-LE-5212,P-001361,CAR,Mahindra,Swift,2026-01-01,2026-03-17 07:57:30,L-000006,"Bus Stand, Erode",SEEN,ACTIVE,
VREC-004731,V-000555,KA-43-KB-8299,P-001854,VAN,Mahindra,Eeco,2026-01-01,2026-08-08 08:40:39,L-000118,"Textile Market, Chennai",MOVED,ACTIVE,CR-2026-2002
VREC-004732,V-000345,MH-96-AE-7001,P-000906,VAN,Tata,Supro,2026-01-01,2026-04-28 20:16:09,L-000096,"Warehouse Zone, Tiruchirappalli",SEEN,ACTIVE,
VREC-004733,V-000077,MP-79-XL-8682,P-001592,TRUCK,Eicher,Pro 3015,2026-01-01,2026-06-27 07:24:24,L-000016,"University Road, Karur",MOVED,ACTIVE,CR-2026-2008
VREC-004734,V-000465,WB-88-IZ-8125,P-000928,CAR,Mahindra,Swift,2026-01-01,2026-04-23 15:46:53,L-000096,"Warehouse Zone, Tiruchirappalli",MOVED,ACTIVE,
VREC-004735,V-000679,RJ-56-FV-1244,P-001255,CAR,Honda,Thar,2026-01-01,2026-08-27 14:16:45,L-000183,"Grain Market, Chennai",SEEN,ACTIVE,CR-2026-2006
VREC-004736,V-000289,RJ-10-AF-2511,P-000823,VAN,Tata,Eeco,2026-01-01,2026-08-05 19:09:42,L-000158,"Railway Station, Krishnagiri",REGISTERED,ACTIVE,
VREC-004737,V-000593,DL-73-DN-2743,P-000239,VAN,Force,Winger,2026-01-01,2026-08-14 14:30:38,L-000091,"Industrial Estate, Nagapattinam",SEEN,ACTIVE,
VREC-004738,V-000171,HR-72-AW-2249,P-001820,CAR,Hyundai,Verna,2026-01-01,2026-05-17 10:22:40,L-000129,"Warehouse Zone, Nagercoil",REGISTERED,ACTIVE,
VREC-004739,V-000156,MH-27-ML-4080,P-001632,VAN,Tata,Trax,2026-01-01,2026-02-10 13:38:43,L-000024,"Bus Stand, Tiruchirappalli",MOVED,ACTIVE,
VREC-004740,V-000114,KA-29-OH-7504,P-000763,CAR,Maruti,Swift,2026-01-01,2026-06-03 14:04:48,L-000016,"University Road, Karur",MOVED,ACTIVE,
VREC-004741,V-000257,MH-56-MS-1897,P-000058,CAR,Honda,Swift,2026-01-01,2026-04-09 06:36:08,L-000156,"Highway Junction, Hosur",SEEN,ACTIVE,
VREC-004742,V-000358,MH-31-FK-6958,P-001743,VAN,Tata,Winger,2026-01-01,2026-07-09 02:20:01,L-000160,"Industrial Estate, Thoothukudi",MOVED,ACTIVE,
VREC-004743,V-000107,HR-05-YA-6910,P-000960,VAN,Mahindra,Supro,2026-01-01,2026-08-09 12:08:32,L-000043,"Textile Market, Karur",SEEN,ACTIVE,
VREC-004744,V-000201,RJ-11-RE-9847,P-000259,BIKE,Honda,FZ,2026-01-01,2026-01-22 03:36:39,L-000016,"University Road, Karur",REGISTERED,ACTIVE,
VREC-004745,V-000166,MH-03-KY-7876,P-000796,BIKE,Bajaj,Shine,2026-01-01,2026-08-16 02:33:42,L-000064,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-004746,V-000604,MH-05-UG-1830,P-001669,CAR,Honda,City,2026-01-01,2026-02-09 11:11:49,L-000143,"Industrial Estate, Karur",REGISTERED,ACTIVE,
VREC-004747,V-000541,MP-24-NC-1714,P-000027,VAN,Tata,Trax,2026-01-01,2026-08-20 04:51:26,L-000082,"Highway Junction, Nagercoil",SEEN,ACTIVE,
VREC-004748,V-000312,AP-85-LY-7392,P-000676,CAR,Toyota,Nexon,2026-01-01,2026-03-29 10:14:28,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,CR-2026-2014
VREC-004749,V-000143,KL-62-BP-6916,P-001707,CAR,Maruti,Nexon,2026-01-01,2026-03-03 08:22:32,L-000113,"Old Town, Tirunelveli",REGISTERED,ACTIVE,
VREC-004750,V-000186,MP-58-FT-9730,P-001446,BIKE,TVS,Shine,2026-01-01,2026-07-28 17:21:18,L-000030,"Technology Park, Thanjavur",SEEN,ACTIVE,CR-2026-2015
VREC-004751,V-000403,KA-60-CG-9329,P-000803,CAR,Mahindra,Swift,2026-01-01,2026-08-18 01:56:05,L-000082,"Highway Junction, Nagercoil",MOVED,ACTIVE,
VREC-004752,V-000572,MP-79-TF-9936,P-000264,CAR,Hyundai,Nexon,2026-01-01,2026-08-30 16:02:12,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,
VREC-004753,V-000593,DL-73-DN-2743,P-001347,VAN,Force,Winger,2026-01-01,2026-06-10 17:21:05,L-000077,"Textile Market, Coimbatore",REGISTERED,ACTIVE,
VREC-004754,V-000323,TS-01-GJ-2965,P-001460,VAN,Maruti,Eeco,2026-01-01,2026-07-04 18:49:18,L-000149,"Residential Colony, Cuddalore",REGISTERED,ACTIVE,CR-2026-2020
VREC-004755,V-000407,DL-58-NW-8036,P-001013,BIKE,Honda,Pulsar,2026-01-01,2026-04-07 17:53:07,L-000155,"Grain Market, Cuddalore",MOVED,ACTIVE,
VREC-004756,V-000283,MP-17-OP-9947,P-001656,BIKE,Hero,Shine,2026-01-01,2026-03-18 06:30:10,L-000039,"Port Area, Dindigul",REGISTERED,ACTIVE,CR-2026-2005
VREC-004757,V-000020,UP-88-VL-9892,P-001052,BIKE,TVS,Shine,2026-01-01,2026-08-20 07:43:31,L-000151,"Warehouse Zone, Salem",MOVED,INACTIVE,
VREC-004758,V-000550,BR-38-GZ-6897,P-001829,CAR,Toyota,Verna,2026-01-01,2026-06-26 23:55:43,L-000121,"Residential Colony, Nagercoil",SEEN,ACTIVE,
VREC-004759,V-000043,DL-47-MA-9043,P-001790,CAR,Mahindra,Thar,2026-01-01,2026-06-10 07:16:10,L-000190,"Residential Colony, Erode",MOVED,ACTIVE,
VREC-004760,V-000138,KL-13-IY-6468,P-000244,CAR,Maruti,Verna,2026-01-01,2026-03-01 12:46:02,L-000062,"Port Area, Chennai",SEEN,ACTIVE,
VREC-004761,V-000672,TS-50-FM-1939,P-001551,BIKE,Hero,Shine,2026-01-01,2026-04-29 17:12:24,L-000054,"Warehouse Zone, Cuddalore",SEEN,ACTIVE,CR-2026-2019
VREC-004762,V-000486,MH-25-EW-8331,P-000679,CAR,Toyota,Innova,2026-01-01,2026-02-21 07:18:09,L-000090,"Warehouse Zone, Salem",REGISTERED,ACTIVE,CR-2026-2018
VREC-004763,V-000049,TS-12-TB-3882,P-000679,CAR,Mahindra,Thar,2026-01-01,2026-03-27 15:21:18,L-000091,"Industrial Estate, Nagapattinam",MOVED,INACTIVE,CR-2026-2005
VREC-004764,V-000043,DL-47-MA-9043,P-001790,CAR,Mahindra,Thar,2026-01-01,2026-03-21 07:34:12,L-000054,"Warehouse Zone, Cuddalore",MOVED,ACTIVE,
VREC-004765,V-000586,MP-59-KY-9897,P-000713,BIKE,Yamaha,Apache,2026-01-01,2026-04-03 16:27:38,L-000052,"Bus Stand, Erode",REGISTERED,ACTIVE,CR-2026-2002
VREC-004766,V-000304,TN-83-CJ-6681,P-001208,BIKE,Yamaha,FZ,2026-01-01,2026-03-25 12:14:42,L-000153,"University Road, Krishnagiri",SEEN,ACTIVE,
VREC-004767,V-000185,TN-20-ND-8120,P-001917,CAR,Hyundai,Nexon,2026-01-01,2026-06-10 15:46:19,L-000114,"Ring Road, Thanjavur",MOVED,ACTIVE,CR-2026-2014
VREC-004768,V-000700,PB-96-HJ-5217,P-000367,VAN,Mahindra,Eeco,2026-01-01,2026-04-15 07:41:11,L-000032,"Residential Colony, Nagapattinam",REGISTERED,ACTIVE,CR-2026-2007
VREC-004769,V-000135,MH-90-IM-3507,P-001944,CAR,Mahindra,Swift,2026-01-01,2026-05-15 01:35:43,L-000015,"SIPCOT, Kanniyakumari",SEEN,ACTIVE,CR-2026-2003
VREC-004770,V-000426,BR-19-DC-8281,P-000292,TRUCK,Eicher,Truck 3520,2026-01-01,2026-07-15 16:09:43,L-000040,"University Road, Tirunelveli",MOVED,ACTIVE,CR-2026-2016
VREC-004771,V-000207,KA-47-JF-7149,P-001658,VAN,Maruti,Trax,2026-01-01,2026-03-19 17:46:54,L-000064,"Residential Colony, Karur",REGISTERED,ACTIVE,
