fir_id,case_id,fir_date,incident_date,incident_type,description,location_id,location,jurisdiction,victim_id,complainant_id,primary_person_id,investigator_id,status,severity
FIR-000497,CR-2026-2001,2026-06-11 09:18:16,2026-06-10 09:18:16,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 01.,L-000167,"Old Town, Dindigul",CEN-CRIME-UNIT-03,P-000602,P-000626,P-001447,INV-0001,CLOSED,MEDIUM
FIR-000498,CR-2026-2001,2026-07-02 03:41:37,2026-06-29 10:41:37,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 01.,L-000102,"Industrial Estate, Hosur",CEN-CRIME-UNIT-02,P-000023,P-000602,P-000602,INV-0099,UNDER_REVIEW,MEDIUM
FIR-000499,CR-2026-2006,2026-01-07 05:52:52,2026-01-06 03:52:52,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 06.,L-000181,"Highway Junction, Chennai",CEN-CRIME-UNIT-01,P-001055,P-001272,P-000080,INV-0141,OPEN,MEDIUM
FIR-000500,CR-2026-2010,2026-02-25 02:40:19,2026-02-22 21:40:19,SMUGGLING,Fictional smuggling incident tied to Synthetic Vehicle Theft probe 10.,L-000200,"Grain Market, Coimbatore",CEN-CRIME-UNIT-03,P-001247,P-001247,P-001712,INV-0001,CLOSED,MEDIUM
FIR-000501,CR-2026-2010,2026-08-26 19:00:22,2026-08-25 01:00:22,ASSAULT,Fictional assault incident tied to Synthetic Vehicle Theft probe 10.,L-000195,"Highway Junction, Karur",CEN-CRIME-UNIT-03,P-000034,P-000034,P-001603,INV-0046,UNDER_REVIEW,MEDIUM
FIR-000502,CR-2026-2001,2026-07-31 10:26:42,2026-07-29 13:26:42,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 01.,L-000178,"Bus Stand, Karur",NORTH-POL-SEC,P-001997,P-000626,P-000981,INV-0121,OPEN,HIGH
FIR-000503,CR-2026-2014,2026-06-29 06:47:44,2026-06-27 08:47:44,ASSAULT,Fictional assault incident tied to Synthetic Logistics Crime probe 14.,L-000160,"Industrial Estate, Thoothukudi",CEN-CRIME-UNIT-03,P-001146,P-000419,P-001682,INV-0042,UNDER_REVIEW,HIGH
FIR-000504,CR-2026-2006,2026-05-03 08:02:56,2026-05-01 16:02:56,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 06.,L-000138,"Port Area, Madurai",FIN-CRIME-CELL,P-000656,P-001702,P-001644,INV-0014,CLOSED,CRITICAL
FIR-000505,CR-2026-2013,2026-07-30 07:15:38,2026-07-27 19:15:38,THEFT,Fictional theft incident tied to Synthetic Narcotics probe 13.,L-000147,"Port Area, Tiruchirappalli",NARC-BUREAU-01,P-000894,P-001933,P-001040,INV-0038,UNDER_REVIEW,MEDIUM
FIR-000506,CR-2026-2020,2026-06-04 18:33:37,2026-06-03 14:33:37,THEFT,Fictional theft incident tied to Synthetic Human Trafficking probe 20.,L-000001,"Old Town, Erode",NORTH-POL-SEC,P-001357,P-001817,P-000001,INV-0086,OPEN,HIGH
FIR-000507,CR-2026-2020,2026-06-16 02:55:54,2026-06-13 14:55:54,THEFT,Fictional theft incident tied to Synthetic Human Trafficking probe 20.,L-000126,"Warehouse Zone, Thoothukudi",CEN-CRIME-UNIT-03,P-001337,P-000788,P-001406,INV-0120,OPEN,MEDIUM
FIR-000508,CR-2026-2011,2026-05-14 16:11:55,2026-05-11 20:11:55,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Narcotics probe 11.,L-000052,"Bus Stand, Erode",NORTH-POL-SEC,P-000575,P-001380,P-000870,INV-0124,OPEN,CRITICAL
FIR-000509,CR-2026-2015,2026-01-06 10:57:10,2026-01-05 00:57:10,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 15.,L-000039,"Port Area, Dindigul",FIN-CRIME-CELL,P-001653,P-001790,P-001790,INV-0066,UNDER_REVIEW,HIGH
FIR-000510,CR-2026-2013,2026-08-21 18:08:41,2026-08-19 22:08:41,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Narcotics probe 13.,L-000023,"Bus Stand, Kanniyakumari",NARC-BUREAU-01,P-000511,P-000894,P-001656,INV-0133,OPEN,CRITICAL
FIR-000511,CR-2026-2014,2026-08-26 02:35:34,2026-08-25 05:35:34,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 14.,L-000151,"Warehouse Zone, Salem",NORTH-POL-SEC,P-001555,P-001653,P-000043,INV-0045,OPEN,HIGH
FIR-000512,CR-2026-2010,2026-02-11 04:32:02,2026-02-11 00:32:02,SMUGGLING,Fictional smuggling incident tied to Synthetic Vehicle Theft probe 10.,L-000048,"Auto Nagar, Nagercoil",FIN-CRIME-CELL,P-001712,P-000034,P-000134,INV-0144,CLOSED,MEDIUM
FIR-000513,CR-2026-2002,2026-06-23 05:25:37,2026-06-22 11:25:37,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Phone Fraud probe 02.,L-000200,"Grain Market, Coimbatore",SOUTH-POL-SEC,P-000889,P-000193,P-001410,INV-0076,OPEN,MEDIUM
FIR-000514,CR-2026-2016,2026-06-06 02:00:04,2026-06-04 20:00:04,EXTORTION,Fictional extortion incident tied to Synthetic Phone Fraud probe 16.,L-000127,"Port Area, Tirunelveli",NORTH-POL-SEC,P-001072,P-001766,P-000661,INV-0111,OPEN,HIGH
FIR-000515,CR-2026-2017,2026-03-05 13:59:34,2026-03-04 05:59:34,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 17.,L-000164,"SIPCOT, Hosur",FIN-CRIME-CELL,P-000280,P-001128,P-000563,INV-0141,OPEN,MEDIUM
FIR-000516,CR-2026-2017,2026-06-07 13:38:34,2026-06-06 04:38:34,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 17.,L-000077,"Textile Market, Coimbatore",NARC-BUREAU-01,P-000933,P-000697,P-000922,INV-0016,UNDER_REVIEW,CRITICAL
FIR-000517,CR-2026-2018,2026-04-02 20:38:22,2026-03-31 23:38:22,SMUGGLING,Fictional smuggling incident tied to Synthetic Human Trafficking probe 18.,L-000167,"Old Town, Dindigul",NORTH-POL-SEC,P-000034,P-000046,P-001197,INV-0076,OPEN,MEDIUM
FIR-000518,CR-2026-2014,2026-02-26 13:14:59,2026-02-23 14:14:59,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 14.,L-000125,"Textile Market, Hosur",WEST-INV-DIV,P-001555,P-000335,P-001706,INV-0102,OPEN,CRITICAL
FIR-000519,CR-2026-2003,2026-06-06 10:11:17,2026-06-04 13:11:17,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 03.,L-000077,"Textile Market, Coimbatore",EAST-INV-DIV,P-001329,P-000595,P-000635,INV-0123,OPEN,HIGH
FIR-000520,CR-2026-2009,2026-04-13 02:31:32,2026-04-10 05:31:32,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 09.,L-000032,"Residential Colony, Nagapattinam",CEN-CRIME-UNIT-03,P-000984,P-000192,P-000496,INV-0035,CLOSED,CRITICAL
FIR-000521,CR-2026-2001,2026-03-21 12:18:30,2026-03-19 09:18:30,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 01.,L-000012,"Bus Stand, Madurai",CEN-CRIME-UNIT-01,P-000370,P-001448,P-000981,INV-0108,CLOSED,CRITICAL
FIR-000522,CR-2026-2005,2026-02-19 00:52:04,2026-02-17 00:52:04,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Financial Fraud probe 05.,L-000007,"Ring Road, Krishnagiri",CEN-CRIME-UNIT-03,P-000754,P-001921,P-001714,INV-0051,OPEN,HIGH
FIR-000523,CR-2026-2019,2026-08-24 18:04:38,2026-08-22 20:04:38,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 19.,L-000196,"Textile Market, Karur",NORTH-POL-SEC,P-001937,P-001910,P-001949,INV-0013,CLOSED,HIGH
FIR-000524,CR-2026-2011,2026-07-07 14:59:06,2026-07-05 09:59:06,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Narcotics probe 11.,L-000121,"Residential Colony, Nagercoil",NORTH-POL-SEC,P-000260,P-000554,P-000554,INV-0076,OPEN,HIGH
FIR-000525,CR-2026-2001,2026-07-27 20:38:53,2026-07-27 05:38:53,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 01.,L-000107,"Warehouse Zone, Tirunelveli",CEN-CRIME-UNIT-03,P-000464,P-001448,P-000626,INV-0002,OPEN,CRITICAL
FIR-000526,CR-2026-2018,2026-06-28 17:23:35,2026-06-26 02:23:35,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Human Trafficking probe 18.,L-000064,"Residential Colony, Karur",WEST-INV-DIV,P-000169,P-000169,P-000169,INV-0057,CLOSED,MEDIUM
FIR-000527,CR-2026-2008,2026-05-21 03:30:56,2026-05-19 22:30:56,EXTORTION,Fictional extortion incident tied to Synthetic Financial Fraud probe 08.,L-000188,"Railway Station, Chennai",NARC-BUREAU-01,P-000655,P-000548,P-000548,INV-0016,UNDER_REVIEW,HIGH
FIR-000528,CR-2026-2014,2026-01-07 03:54:14,2026-01-05 19:54:14,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 14.,L-000080,"Industrial Estate, Kanniyakumari",CYBER-CELL-01,P-001917,P-000765,P-001706,INV-0102,OPEN,CRITICAL
FIR-000529,CR-2026-2012,2026-08-06 16:35:36,2026-08-04 22:35:36,SMUGGLING,Fictional smuggling incident tied to Synthetic Illegal Trade probe 12.,L-000122,"Warehouse Zone, Chennai",CEN-CRIME-UNIT-02,P-000615,P-000760,P-000488,INV-0097,CLOSED,MEDIUM
FIR-000530,CR-2026-2020,2026-01-03 13:09:07,2026-01-01 19:09:07,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 20.,L-000082,"Highway Junction, Nagercoil",WEST-INV-DIV,P-000788,P-000866,P-000600,INV-0112,OPEN,CRITICAL
FIR-000531,CR-2026-2014,2026-02-10 07:07:03,2026-02-08 21:07:03,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 14.,L-000054,"Warehouse Zone, Cuddalore",SOUTH-POL-SEC,P-000765,P-000551,P-001995,INV-0019,CLOSED,HIGH
FIR-000532,CR-2026-2014,2026-02-24 00:03:40,2026-02-21 20:03:40,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 14.,L-000012,"Bus Stand, Madurai",CYBER-CELL-01,P-001072,P-000335,P-001851,INV-0098,UNDER_REVIEW,MEDIUM
FIR-000533,CR-2026-2012,2026-05-28 04:06:14,2026-05-26 21:06:14,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Illegal Trade probe 12.,L-000149,"Residential Colony, Cuddalore",WEST-INV-DIV,P-001382,P-001060,P-000488,INV-0111,OPEN,CRITICAL
FIR-000534,CR-2026-2011,2026-05-21 23:58:23,2026-05-19 23:58:23,SMUGGLING,Fictional smuggling incident tied to Synthetic Narcotics probe 11.,L-000191,"IT Park, Cuddalore",WEST-INV-DIV,P-000005,P-000870,P-000260,INV-0075,CLOSED,HIGH
FIR-000535,CR-2026-2016,2026-01-10 01:08:30,2026-01-09 13:08:30,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Phone Fraud probe 16.,L-000090,"Warehouse Zone, Salem",SOUTH-POL-SEC,P-000197,P-001072,P-000256,INV-0015,OPEN,HIGH
FIR-000536,CR-2026-2011,2026-01-15 10:51:48,2026-01-14 21:51:48,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 11.,L-000100,"Bypass, Cuddalore",CYBER-CELL-01,P-000870,P-000260,P-001293,INV-0001,UNDER_REVIEW,CRITICAL
FIR-000537,CR-2026-2017,2026-03-25 16:47:40,2026-03-23 05:47:40,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 17.,L-000015,"SIPCOT, Kanniyakumari",CEN-CRIME-UNIT-03,P-000584,P-001914,P-001914,INV-0002,CLOSED,MEDIUM
FIR-000538,CR-2026-2015,2026-01-03 15:43:48,2026-01-03 09:43:48,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 15.,L-000114,"Ring Road, Thanjavur",CEN-CRIME-UNIT-03,P-000510,P-001773,P-001887,INV-0111,OPEN,HIGH
FIR-000539,CR-2026-2009,2026-09-01 00:17:44,2026-08-30 10:17:44,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Gold Smuggling probe 09.,L-000147,"Port Area, Tiruchirappalli",WEST-INV-DIV,P-000887,P-000475,P-000073,INV-0123,OPEN,HIGH
FIR-000540,CR-2026-2012,2026-07-02 01:17:39,2026-06-30 13:17:39,ASSAULT,Fictional assault incident tied to Synthetic Illegal Trade probe 12.,L-000052,"Bus Stand, Erode",CEN-CRIME-UNIT-03,P-001104,P-000488,P-001382,INV-0149,OPEN,MEDIUM
FIR-000541,CR-2026-2004,2026-04-01 16:09:32,2026-03-29 19:09:32,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 04.,L-000130,"Auto Nagar, Nagapattinam",CEN-CRIME-UNIT-02,P-001991,P-000555,P-001133,INV-0025,OPEN,MEDIUM
FIR-000542,CR-2026-2020,2026-01-24 06:22:18,2026-01-21 12:22:18,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 20.,L-000160,"Industrial Estate, Thoothukudi",NORTH-POL-SEC,P-000788,P-001933,P-000668,INV-0153,OPEN,CRITICAL
FIR-000543,CR-2026-2001,2026-02-03 02:58:44,2026-01-31 08:58:44,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 01.,L-000042,"Market Road, Dindigul",CEN-CRIME-UNIT-03,P-001346,P-001884,P-000602,INV-0031,CLOSED,HIGH
FIR-000544,CR-2026-2002,2026-01-18 07:25:06,2026-01-15 14:25:06,THEFT,Fictional theft incident tied to Synthetic Phone Fraud probe 02.,L-000096,"Warehouse Zone, Tiruchirappalli",CEN-CRIME-UNIT-01,P-001661,P-001506,P-001506,INV-0073,OPEN,HIGH
FIR-000545,CR-2026-2001,2026-03-21 20:58:10,2026-03-21 15:58:10,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 01.,L-000052,"Bus Stand, Erode",CYBER-CELL-01,P-000626,P-000464,P-000248,INV-0126,OPEN,CRITICAL
FIR-000546,CR-2026-2019,2026-05-26 21:00:43,2026-05-25 16:00:43,ASSAULT,Fictional assault incident tied to Synthetic Financial Fraud probe 19.,L-000090,"Warehouse Zone, Salem",EAST-INV-DIV,P-000804,P-000534,P-001636,INV-0141,OPEN,HIGH
FIR-000547,CR-2026-2002,2026-02-04 15:12:19,2026-02-02 23:12:19,ASSAULT,Fictional assault incident tied to Synthetic Phone Fraud probe 02.,L-000176,"Auto Nagar, Krishnagiri",CEN-CRIME-UNIT-03,P-000126,P-001264,P-000352,INV-0126,UNDER_REVIEW,HIGH
FIR-000548,CR-2026-2018,2026-01-30 22:29:51,2026-01-28 00:29:51,EXTORTION,Fictional extortion incident tied to Synthetic Human Trafficking probe 18.,L-000052,"Bus Stand, Erode",SOUTH-POL-SEC,P-000938,P-001787,P-000166,INV-0102,UNDER_REVIEW,HIGH
FIR-000549,CR-2026-2005,2026-05-21 10:39:11,2026-05-20 11:39:11,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 05.,L-000085,"Warehouse Zone, Thanjavur",NORTH-POL-SEC,P-000187,P-001437,P-001231,INV-0024,OPEN,MEDIUM
FIR-000550,CR-2026-2006,2026-04-06 04:46:49,2026-04-05 18:46:49,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 06.,L-000105,"Bypass, Tirunelveli",SOUTH-POL-SEC,P-000395,P-000562,P-000720,INV-0005,UNDER_REVIEW,CRITICAL
FIR-000551,CR-2026-2019,2026-05-03 02:05:59,2026-04-30 06:05:59,EXTORTION,Fictional extortion incident tied to Synthetic Financial Fraud probe 19.,L-000021,"Old Town, Coimbatore",CYBER-CELL-01,P-000534,P-001467,P-001937,INV-0029,CLOSED,HIGH
FIR-000552,CR-2026-2006,2026-05-20 16:09:08,2026-05-17 23:09:08,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 06.,L-000121,"Residential Colony, Nagercoil",CEN-CRIME-UNIT-02,P-000656,P-000873,P-000212,INV-0024,CLOSED,MEDIUM
FIR-000553,CR-2026-2002,2026-03-18 18:11:22,2026-03-16 22:11:22,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Phone Fraud probe 02.,L-000068,"Bus Stand, Hosur",NARC-BUREAU-01,P-001479,P-000352,P-000481,INV-0080,UNDER_REVIEW,CRITICAL
FIR-000554,CR-2026-2010,2026-06-25 02:10:19,2026-06-23 16:10:19,SMUGGLING,Fictional smuggling incident tied to Synthetic Vehicle Theft probe 10.,L-000114,"Ring Road, Thanjavur",FIN-CRIME-CELL,P-001685,P-001710,P-001110,INV-0004,OPEN,CRITICAL
FIR-000555,CR-2026-2018,2026-08-28 01:20:01,2026-08-25 12:20:01,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Human Trafficking probe 18.,L-000160,"Industrial Estate, Thoothukudi",CEN-CRIME-UNIT-02,P-001436,P-000034,P-000106,INV-0114,UNDER_REVIEW,HIGH
FIR-000556,CR-2026-2007,2026-01-08 07:55:42,2026-01-06 21:55:42,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 07.,L-000023,"Bus Stand, Kanniyakumari",CEN-CRIME-UNIT-01,P-001863,P-001042,P-000666,INV-0133,CLOSED,HIGH
FIR-000557,CR-2026-2005,2026-05-30 20:59:49,2026-05-30 00:59:49,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 05.,L-000050,"Port Area, Madurai",NORTH-POL-SEC,P-001921,P-001545,P-001921,INV-0125,UNDER_REVIEW,CRITICAL
FIR-000558,CR-2026-2009,2026-03-04 22:20:10,2026-03-03 04:20:10,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 09.,L-000121,"Residential Colony, Nagercoil",SOUTH-POL-SEC,P-000711,P-000782,P-001299,INV-0138,OPEN,CRITICAL
FIR-000559,CR-2026-2013,2026-03-15 17:11:56,2026-03-12 17:11:56,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 13.,L-000092,"Old Town, Cuddalore",SOUTH-POL-SEC,P-001040,P-000360,P-001935,INV-0050,OPEN,HIGH
FIR-000560,CR-2026-2015,2026-07-10 00:57:46,2026-07-09 12:57:46,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 15.,L-000077,"Textile Market, Coimbatore",SOUTH-POL-SEC,P-001853,P-001967,P-000865,INV-0107,OPEN,CRITICAL
FIR-000561,CR-2026-2016,2026-06-12 14:32:41,2026-06-10 22:32:41,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Phone Fraud probe 16.,L-000042,"Market Road, Dindigul",EAST-INV-DIV,P-000413,P-000413,P-001644,INV-0114,OPEN,MEDIUM
FIR-000562,CR-2026-2012,2026-08-07 20:41:26,2026-08-05 23:41:26,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Illegal Trade probe 12.,L-000042,"Market Road, Dindigul",FIN-CRIME-CELL,P-000968,P-000968,P-000428,INV-0146,UNDER_REVIEW,HIGH
FIR-000563,CR-2026-2016,2026-07-20 20:29:41,2026-07-19 02:29:41,EXTORTION,Fictional extortion incident tied to Synthetic Phone Fraud probe 16.,L-000006,"Bus Stand, Erode",EAST-INV-DIV,P-000830,P-001126,P-001126,INV-0104,OPEN,MEDIUM
FIR-000564,CR-2026-2008,2026-01-13 23:16:23,2026-01-13 14:16:23,ASSAULT,Fictional assault incident tied to Synthetic Financial Fraud probe 08.,L-000029,"Grain Market, Coimbatore",CYBER-CELL-01,P-000548,P-001535,P-001317,INV-0030,OPEN,HIGH
FIR-000565,CR-2026-2010,2026-08-23 01:42:28,2026-08-21 18:42:28,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Vehicle Theft probe 10.,L-000094,"IT Park, Hosur",WEST-INV-DIV,P-001110,P-001712,P-001603,INV-0015,UNDER_REVIEW,MEDIUM
FIR-000566,CR-2026-2020,2026-01-27 15:08:39,2026-01-25 17:08:39,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 20.,L-000100,"Bypass, Cuddalore",EAST-INV-DIV,P-001357,P-000694,P-000535,INV-0029,OPEN,MEDIUM
FIR-000567,CR-2026-2009,2026-03-17 04:46:18,2026-03-14 19:46:18,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 09.,L-000015,"SIPCOT, Kanniyakumari",EAST-INV-DIV,P-001919,P-000344,P-000782,INV-0026,OPEN,CRITICAL
FIR-000568,CR-2026-2019,2026-05-05 03:04:59,2026-05-04 23:04:59,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 19.,L-000042,"Market Road, Dindigul",EAST-INV-DIV,P-001467,P-000804,P-000918,INV-0128,UNDER_REVIEW,MEDIUM
FIR-000569,CR-2026-2002,2026-06-15 16:46:39,2026-06-14 04:46:39,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Phone Fraud probe 02.,L-000188,"Railway Station, Chennai",FIN-CRIME-CELL,P-001380,P-000641,P-001479,INV-0112,UNDER_REVIEW,MEDIUM
FIR-000570,CR-2026-2015,2026-07-17 18:18:00,2026-07-15 07:18:00,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 15.,L-000114,"Ring Road, Thanjavur",CEN-CRIME-UNIT-01,P-000983,P-000510,P-001166,INV-0054,OPEN,CRITICAL
FIR-000571,CR-2026-2018,2026-05-22 14:34:11,2026-05-19 18:34:11,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Human Trafficking probe 18.,L-000102,"Industrial Estate, Hosur",WEST-INV-DIV,P-000175,P-001752,P-001197,INV-0003,OPEN,MEDIUM
FIR-000572,CR-2026-2010,2026-07-18 09:15:33,2026-07-17 10:15:33,EXTORTION,Fictional extortion incident tied to Synthetic Vehicle Theft probe 10.,L-000153,"University Road, Krishnagiri",CYBER-CELL-01,P-000034,P-001603,P-001710,INV-0004,OPEN,HIGH
FIR-000573,CR-2026-2015,2026-05-28 06:31:52,2026-05-27 05:31:52,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 15.,L-000039,"Port Area, Dindigul",CEN-CRIME-UNIT-03,P-001967,P-001790,P-001887,INV-0094,OPEN,HIGH
FIR-000574,CR-2026-2011,2026-03-12 19:08:03,2026-03-11 08:08:03,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 11.,L-000105,"Bypass, Tirunelveli",CEN-CRIME-UNIT-03,P-000603,P-000005,P-000305,INV-0153,CLOSED,MEDIUM
FIR-000575,CR-2026-2001,2026-04-08 23:37:51,2026-04-07 06:37:51,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 01.,L-000052,"Bus Stand, Erode",CYBER-CELL-01,P-000602,P-000981,P-000248,INV-0029,OPEN,MEDIUM
FIR-000576,CR-2026-2008,2026-04-23 20:59:04,2026-04-23 02:59:04,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Financial Fraud probe 08.,L-000016,"University Road, Karur",WEST-INV-DIV,P-000409,P-000548,P-000548,INV-0092,CLOSED,CRITICAL
FIR-000577,CR-2026-2004,2026-04-05 19:23:00,2026-04-05 00:23:00,THEFT,Fictional theft incident tied to Synthetic Cyber Fraud probe 04.,L-000167,"Old Town, Dindigul",SOUTH-POL-SEC,P-000319,P-001369,P-000608,INV-0067,CLOSED,HIGH
FIR-000578,CR-2026-2017,2026-02-22 10:55:55,2026-02-21 14:55:55,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 17.,L-000130,"Auto Nagar, Nagapattinam",CEN-CRIME-UNIT-02,P-001058,P-000922,P-001322,INV-0131,UNDER_REVIEW,HIGH
FIR-000579,CR-2026-2018,2026-02-27 03:42:01,2026-02-24 22:42:01,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 18.,L-000147,"Port Area, Tiruchirappalli",FIN-CRIME-CELL,P-001273,P-001436,P-000175,INV-0058,OPEN,MEDIUM
FIR-000580,CR-2026-2013,2026-08-21 04:42:20,2026-08-20 00:42:20,ASSAULT,Fictional assault incident tied to Synthetic Narcotics probe 13.,L-000181,"Highway Junction, Chennai",CEN-CRIME-UNIT-03,P-000362,P-001935,P-000583,INV-0067,CLOSED,CRITICAL
FIR-000581,CR-2026-2007,2026-07-18 01:49:40,2026-07-16 13:49:40,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Cyber Fraud probe 07.,L-000160,"Industrial Estate, Thoothukudi",WEST-INV-DIV,P-000790,P-001718,P-001847,INV-0100,CLOSED,HIGH
FIR-000582,CR-2026-2003,2026-02-24 09:28:11,2026-02-22 12:28:11,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 03.,L-000104,"Bypass, Tiruchirappalli",CYBER-CELL-01,P-001115,P-001329,P-000595,INV-0023,OPEN,MEDIUM
FIR-000583,CR-2026-2018,2026-01-05 10:07:19,2026-01-04 07:07:19,EXTORTION,Fictional extortion incident tied to Synthetic Human Trafficking probe 18.,L-000009,"Highway Junction, Krishnagiri",CEN-CRIME-UNIT-02,P-001787,P-000529,P-000175,INV-0098,OPEN,CRITICAL
FIR-000584,CR-2026-2008,2026-01-03 14:55:24,2026-01-02 17:55:24,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 08.,L-000054,"Warehouse Zone, Cuddalore",CEN-CRIME-UNIT-01,P-000372,P-001535,P-000372,INV-0079,UNDER_REVIEW,MEDIUM
FIR-000585,CR-2026-2009,2026-07-30 21:50:16,2026-07-28 03:50:16,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 09.,L-000114,"Ring Road, Thanjavur",FIN-CRIME-CELL,P-001229,P-001101,P-000192,INV-0137,CLOSED,CRITICAL
FIR-000586,CR-2026-2005,2026-06-03 02:15:10,2026-06-02 10:15:10,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 05.,L-000060,"Market Road, Salem",EAST-INV-DIV,P-001437,P-001714,P-001429,INV-0019,CLOSED,MEDIUM
FIR-000587,CR-2026-2002,2026-03-23 03:30:46,2026-03-21 05:30:46,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Phone Fraud probe 02.,L-000096,"Warehouse Zone, Tiruchirappalli",SOUTH-POL-SEC,P-001743,P-001324,P-001743,INV-0075,OPEN,CRITICAL
FIR-000588,CR-2026-2006,2026-06-15 18:47:10,2026-06-14 23:47:10,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 06.,L-000114,"Ring Road, Thanjavur",WEST-INV-DIV,P-001448,P-001055,P-001644,INV-0157,UNDER_REVIEW,MEDIUM
